question_id,family,domain,language,source_citation,source_snapshot_date,licence,question_text,option_0,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,gold_answer,language_variant_of,tool_required
A-KNOW-19-bn,A,knowledge,bn,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,দূর ও নিকট দৃষ্টির জন্য মানুষের চোখ কীভাবে নিয়ন্ত্রিত হয়? এই নিয়ন্ত্রণ প্রক্রিয়ায় ব্যাঙের চোখ কী কী বিষয়ে ভিন্ন?,"মানুষের চোখ দূর ও নিকট দৃষ্টির জন্য কর্নিয়া ব্যবহার করে, যেখানে ব্যাঙের চোখ লেন্স ব্যবহার করে।","মানুষের চোখ ফোকাসের জন্য লেন্সকে সামনে বা পিছনে সরায়, যেখানে ব্যাঙের চোখ লেন্সের বক্রতা পরিবর্তন করে।",মানুষ এবং ব্যাঙ উভয়ের চোখই বস্তুকে ফোকাস করার জন্য লেন্সকে সামনে বা পিছনে সরায়।,"মানুষের চোখ ফোকাসের জন্য পিউপিলের আকার সামঞ্জস্য করে, যেখানে ব্যাঙের চোখ রেটিনা ব্যবহার করে।",মানুষ এবং ব্যাঙ উভয়ের চোখই দূর ও নিকট বস্তুর দৃষ্টি নিয়ন্ত্রণের জন্য পিউপিলের আকার সামঞ্জস্য করে।,মানুষ এবং ব্যাঙ উভয়ের চোখই বস্তুকে ফোকাস করার জন্য লেন্সের আকার পরিবর্তন করে।,"মানুষের চোখ ফোকাস করার জন্য লেন্সের বক্রতা পরিবর্তন করে, যেখানে ব্যাঙের চোখ লেন্সকে সামনে বা পিছনে সরিয়ে ফোকাস করে।","মানুষের চোখ ফোকাসের জন্য চোখের পাতার উপর নির্ভর করে, যেখানে ব্যাঙের চোখ আলোর তীব্রতা পরিবর্তন করে।","মানুষের চোখ ফোকাসের জন্য একটি দ্বিতীয় লেন্স ব্যবহার করে, যেখানে ব্যাঙের চোখ শুধুমাত্র প্রাথমিক লেন্সের উপর নির্ভর করে।","মানুষের চোখ লেন্স এবং রেটিনার মধ্যের দূরত্ব পরিবর্তন করে, যেখানে ব্যাঙের চোখ ফোকাসের জন্য আইরিস ব্যবহার করে।",G,A-KNOW-19-en,no
A-KNOW-20-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"A women feeds her new cat daily with canned cat food. As she opens the cans with a noisy electric can opener, she calls the cat. The cat comes in response, to its name, and the woman feeds it. Why does the cat eventually come running when it hears the electric can opener?",The cat believes that the can opener itself is a toy.,The cat has learned that the can opener noise means someone is in the kitchen.,The cat recognizes the can opener as a signal that its owner is nearby.,The cat enjoys the routine of the feeding process and the sound signifies the start.,The cat is trained to respond to the sound of the can opener.,The cat is attracted by the noise of the can opener.,The cat likes the sound of the can opener.,The cat has associated the sound of the can opener with the presentation of food.,The cat is curious about the source of the noise and comes to investigate.,The cat has been conditioned to come for a treat whenever it hears any electrical appliance.,H,,no
A-KNOW-20-de,A,knowledge,de,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Eine Frau füttert ihre neue Katze täglich mit Katzenfutter aus der Dose. Wenn sie die Dosen mit einem lauten elektrischen Dosenöffner öffnet, ruft sie die Katze. Die Katze kommt auf ihren Namen und die Frau füttert sie. Warum kommt die Katze schließlich angerannt, wenn sie den elektrischen Dosenöffner hört?","Die Katze glaubt, dass der Dosenöffner selbst ein Spielzeug ist.","Die Katze hat gelernt, dass das Geräusch des Dosenöffners bedeutet, dass jemand in der Küche ist.","Die Katze erkennt den Dosenöffner als Signal, dass ihre Besitzerin in der Nähe ist.",Die Katze genießt die Routine des Fütterungsprozesses und das Geräusch signalisiert den Beginn.,"Die Katze ist darauf trainiert, auf das Geräusch des Dosenöffners zu reagieren.",Die Katze wird von dem Geräusch des Dosenöffners angezogen.,Die Katze mag das Geräusch des Dosenöffners.,Die Katze hat das Geräusch des Dosenöffners mit der Futtergabe in Verbindung gebracht.,"Die Katze ist neugierig auf die Quelle des Geräusches und kommt, um nachzusehen.","Die Katze wurde darauf konditioniert, bei jedem Geräusch eines elektrischen Geräts für einen Leckerbissen zu kommen.",H,A-KNOW-20-en,no
A-KNOW-20-sw,A,knowledge,sw,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Kwa nini paka hatimaye huja mbio anaposikia kifungua makopo cha umeme?,Paka anaamini kwamba kifungua makopo chenyewe ni kitu cha kuchezea.,Paka amejifunza kwamba kelele ya kifungua makopo inamaanisha kuna mtu jikoni.,Paka anatambua kifungua makopo kama ishara kwamba mmiliki wake yuko karibu.,Paka anafurahia utaratibu wa mchakato wa kulishwa.,Paka amefunzwa kuitikia sauti ya kifungua makopo.,Paka huvutiwa na kelele ya kifungua makopo.,Paka anapenda sauti ya kifungua makopo.,Paka amehusisha sauti ya kifungua makopo na chakula.,Paka ana hamu ya kujua chanzo cha kelele na huja kuchunguza.,Paka amezoezwa kuja kwa ajili ya kitafunwa kila anaposikia kifaa chochote cha umeme.,H,A-KNOW-20-en,no
A-KNOW-20-bn,A,knowledge,bn,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"একজন মহিলা তার নতুন বিড়ালটিকে প্রতিদিন টিনজাত বিড়ালের খাবার খাওয়ায়। যখন সে একটি শব্দময় বৈদ্যুতিক টিন ওপেনার দিয়ে টিনগুলি খোলে, সে বিড়ালটিকে ডাকে। বিড়ালটি তার নামে সাড়া দিয়ে আসে এবং মহিলাটি তাকে খাওয়ায়। কেন বিড়ালটি শেষ পর্যন্ত বৈদ্যুতিক টিন ওপেনারের শব্দ শুনে ছুটে আসে?",বিড়ালটি মনে করে টিন ওপেনারটি নিজেই একটি খেলনা।,বিড়ালটি শিখেছে যে টিন ওপেনারের শব্দের মানে রান্নাঘরে কেউ আছে।,বিড়ালটি টিন ওপেনারকে একটি সংকেত হিসেবে চিনতে পারে যে তার মালিক কাছাকাছি আছে।,বিড়ালটি খাওয়ানোর প্রক্রিয়ার রুটিন উপভোগ করে এবং শব্দটি এর শুরু নির্দেশ করে।,বিড়ালটিকে টিন ওপেনারের শব্দে সাড়া দিতে প্রশিক্ষণ দেওয়া হয়েছে।,বিড়ালটি টিন ওপেনারের শব্দে আকৃষ্ট হয়।,বিড়ালটি টিন ওপেনারের শব্দ পছন্দ করে।,বিড়ালটি টিন ওপেনারের শব্দকে খাবার পাওয়ার সাথে সম্পর্কিত করে ফেলেছে।,বিড়ালটি শব্দের উৎস সম্পর্কে কৌতূহলী এবং তা খুঁজতে আসে।,বিড়ালটি যেকোনো বৈদ্যুতিক যন্ত্রের শব্দ শুনলেই খাবার পাওয়ার জন্য আসতে অভ্যস্ত হয়ে গেছে।,H,A-KNOW-20-en,no
A-KNOW-21-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"When an adult mouse or bird is castrated, its sexual behavior virtually disappears. Compare the effects of castration of highly developed primates with the less developed animals.","Castration has no significant impact on sexual behavior in any animals, regardless of their level of development",Castration leads to an increase in sexual behavior in higher primates,Castration in higher primates reduces aggression but has no effect on sexual behavior,"In higher primates such as man, castration does not affect the ability to perform the sexual act, provided the male is sexually mature and experienced. This is because the behavior has been learned through experience.","Castration in higher primates leads to a temporary disruption of sexual behavior, which is quickly restored",Castration stops all sexual behavior in higher primates,"In higher primates, castration results in a change in the preference of sexual partners",Castration alters the learning ability of animals,Castration enhances the learning ability of animals regarding sexual behavior,Castration has the same effect in all animals,D,,no
A-KNOW-21-de,A,knowledge,de,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Wenn eine erwachsene Maus oder ein erwachsener Vogel kastriert wird, verschwindet ihr Sexualverhalten praktisch vollständig. Vergleichen Sie die Auswirkungen der Kastration bei hochentwickelten Primaten mit den weniger entwickelten Tieren.","Kastration hat keine signifikanten Auswirkungen auf das Sexualverhalten bei allen Tieren, unabhängig von ihrem Entwicklungsstand",Kastration führt zu einer Zunahme des Sexualverhaltens bei höheren Primaten,"Kastration bei höheren Primaten reduziert die Aggression, hat aber keine Auswirkungen auf das Sexualverhalten","Bei höheren Primaten wie dem Menschen beeinflusst die Kastration nicht die Fähigkeit zum Geschlechtsakt, vorausgesetzt der Mann ist sexuell reif und erfahren. Dies liegt daran, dass das Verhalten durch Erfahrung erlernt wurde.","Kastration bei höheren Primaten führt zu einer vorübergehenden Störung des Sexualverhaltens, die sich schnell wieder normalisiert",Kastration stoppt jegliches Sexualverhalten bei höheren Primaten,Bei höheren Primaten führt die Kastration zu einer Veränderung der Präferenz von Sexualpartnern,Kastration verändert die Lernfähigkeit von Tieren,Kastration verbessert die Lernfähigkeit von Tieren in Bezug auf Sexualverhalten,Kastration hat bei allen Tieren die gleiche Wirkung,D,A-KNOW-21-en,no
A-KNOW-21-sw,A,knowledge,sw,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Wakati panya au ndege aliyekomaa anakatwa korodani, tabia yake ya ngono karibu kabisa hupotea. Linganisha athari za kukatwa korodani kwa wanyama wa jamii ya nyani waliostawi sana na wanyama wa kiwango cha chini cha maendeleo.","Kukatwa korodani hakuna athari kubwa kwa tabia ya ngono kwa wanyama wowote, bila kujali kiwango chao cha maendeleo",Kukatwa korodani husababisha ongezeko la tabia ya ngono kwa wanyama wa jamii ya nyani waliostawi sana,Kukatwa korodani kwa wanyama wa jamii ya nyani waliostawi sana hupunguza uchokozi lakini haina athari kwa tabia ya ngono,"Kwa wanyama wa jamii ya nyani waliostawi sana kama mwanaume, kukatwa korodani hakuathiri uwezo wa kutekeleza tendo la ngono, mradi tu mwanaume amekomaa kijinsia na ana uzoefu. Hii ni kwa sababu tabia hiyo imejifunzwa kupitia uzoefu.","Kukatwa korodani kwa wanyama wa jamii ya nyani waliostawi sana husababisha kuvurugika kwa muda kwa tabia ya ngono, ambayo haraka hurejeshwa",Kukatwa korodani husimamisha tabia zote za ngono kwa wanyama wa jamii ya nyani waliostawi sana,"Kwa wanyama wa jamii ya nyani waliostawi sana, kukatwa korodani husababisha mabadiliko katika upendeleo wa wapenzi wa ngono",Kukatwa korodani hubadilisha uwezo wa kujifunza wa wanyama,Kukatwa korodani huongeza uwezo wa wanyama kujifunza kuhusu tabia ya ngono,Kukatwa korodani kuna athari sawa kwa wanyama wote,D,A-KNOW-21-en,no
A-KNOW-21-bn,A,knowledge,bn,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"যখন একটি প্রাপ্তবয়স্ক ইঁদুর বা পাখির বন্ধ্যাকরণ করা হয়, তার যৌন আচরণ প্রায় পুরোপুরি লোপ পায়। উচ্চ বিকশিত প্রাইমেটদের বন্ধ্যাকরণের প্রভাব কম বিকশিত প্রাণীদের সাথে তুলনা করুন।","বন্ধ্যাকরণের কোন উল্লেখযোগ্য প্রভাব কোন প্রাণীর যৌন আচরণে পড়ে না, তাদের বিকাশের স্তর যাই হোক না কেন",উচ্চতর প্রাইমেটদের ক্ষেত্রে বন্ধ্যাকরণ যৌন আচরণ বৃদ্ধি করে,উচ্চতর প্রাইমেটদের বন্ধ্যাকরণ আক্রমণাত্মকতা কমায় কিন্তু যৌন আচরণে কোন প্রভাব ফেলে না,"মানুষের মতো উচ্চতর প্রাইমেটদের ক্ষেত্রে, যদি পুরুষ যৌনভাবে পরিপক্ক এবং অভিজ্ঞ হয়, বন্ধ্যাকরণ যৌন ক্রিয়া সম্পাদনের ক্ষমতাকে প্রভাবিত করে না। এটি এই কারণে যে আচরণটি অভিজ্ঞতার মাধ্যমে শেখা হয়েছে।","উচ্চতর প্রাইমেটদের বন্ধ্যাকরণ যৌন আচরণে অস্থায়ী বিঘ্ন সৃষ্টি করে, যা দ্রুত পুনরুদ্ধার হয়",উচ্চতর প্রাইমেটদের সকল যৌন আচরণ বন্ধ্যাকরণের ফলে বন্ধ হয়ে যায়,"উচ্চতর প্রাইমেটদের ক্ষেত্রে, বন্ধ্যাকরণ যৌন সঙ্গীর পছন্দে পরিবর্তন আনে",বন্ধ্যাকরণ প্রাণীদের শেখার ক্ষমতা পরিবর্তন করে,বন্ধ্যাকরণ যৌন আচরণ সম্পর্কিত প্রাণীদের শেখার ক্ষমতা বৃদ্ধি করে,বন্ধ্যাকরণের প্রভাব সব প্রাণীর ক্ষেত্রে একই,D,A-KNOW-21-en,no
A-KNOW-22-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Describe the various types of evidence from living organisms which support the theory of evolution.,"Evidence from historical records, archaeological findings, and fossils","Evidence from geography, climate, and environment","Evidence from astronomical observations, planetary movements, and meteorological patterns","Evidence from taxonomy, morphology, comparative biochemistry, embryological structures and development, and genetics.","Evidence from the study of pure mathematics, abstract algebra, and number theory","Evidence from linguistic development, written language evolution, and communication systems","Evidence from the use of artificial intelligence, machine learning, and computational simulations in biology","Evidence from dietary patterns, culinary traditions, and nutrition science","Evidence from social behavior, communication, and cultural practices","Evidence from medical advancements, pharmaceutical inventions, and healthcare practices",D,,no
A-KNOW-22-de,A,knowledge,de,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Beschreiben Sie die verschiedenen Arten von Beweisen aus lebenden Organismen, die die Evolutionstheorie unterstützen.","Beweise aus historischen Aufzeichnungen, archäologischen Funden und Fossilien","Beweise aus Geographie, Klima und Umwelt","Beweise aus astronomischen Beobachtungen, Planetenbewegungen und meteorologischen Mustern","Beweise aus Taxonomie, Morphologie, vergleichender Biochemie, embryologischen Strukturen und Entwicklung sowie Genetik","Beweise aus der reinen Mathematik, abstrakten Algebra und Zahlentheorie","Beweise aus der Sprachentwicklung, der Evolution der Schriftsprache und Kommunikationssystemen","Beweise aus der Anwendung künstlicher Intelligenz, maschinellem Lernen und computergestützten Simulationen in der Biologie","Beweise aus Ernährungsmustern, kulinarischen Traditionen und Ernährungswissenschaft","Beweise aus Sozialverhalten, Kommunikation und kulturellen Praktiken","Beweise aus medizinischen Fortschritten, pharmazeutischen Erfindungen und Gesundheitspraktiken",D,A-KNOW-22-en,no
A-KNOW-22-sw,A,knowledge,sw,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Eleza aina mbalimbali za ushahidi kutoka kwa viumbe hai unaounga mkono nadharia ya mabadiliko.,"Ushahidi kutoka kwa rekodi za kihistoria, uvumbuzi wa akiolojia, na visukuku","Ushahidi kutoka kwa jiografia, hali ya hewa, na mazingira","Ushahidi kutoka kwa uchunguzi wa kiastronomia, harakati za sayari, na mifumo ya hali ya hewa","Ushahidi kutoka kwa taksonomia, morfolojia, biokemia linganishi, miundo ya kiinitete na ukuaji, na jenetiki","Ushahidi kutoka kwa somo la hisabati safi, aljebra dhahania, na nadharia ya namba","Ushahidi kutoka kwa maendeleo ya lugha, mabadiliko ya maandishi, na mifumo ya mawasiliano","Ushahidi kutoka kwa matumizi ya akili bandia, ujifunzaji wa mashine, na simulizi za kompyuta katika biolojia","Ushahidi kutoka kwa mifumo ya lishe, mila za upishi, na sayansi ya lishe","Ushahidi kutoka kwa tabia za kijamii, mawasiliano, na desturi za kitamaduni","Ushahidi kutoka kwa maendeleo ya kitabibu, uvumbuzi wa dawa, na taratibu za huduma za afya",D,A-KNOW-22-en,no
A-KNOW-22-bn,A,knowledge,bn,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,বিবর্তনের তত্ত্বকে সমর্থন করে এমন জীবিত প্রাণীদের থেকে পাওয়া বিভিন্ন ধরনের প্রমাণগুলি বর্ণনা করুন।,"ঐতিহাসিক নথি, প্রত্নতাত্ত্বিক আবিষ্কার এবং জীবাশ্ম থেকে প্রাপ্ত প্রমাণ","ভূগোল, জলবায়ু এবং পরিবেশ থেকে প্রাপ্ত প্রমাণ","জ্যোতির্বিজ্ঞান পর্যবেক্ষণ, গ্রহের গতিবিধি এবং আবহাওয়া বিষয়ক প্যাটার্ন থেকে প্রাপ্ত প্রমাণ","শ্রেণীবিন্যাস, রূপতত্ত্ব, তুলনামূলক জৈবরসায়ন, ভ্রূণতাত্ত্বিক কাঠামো ও বিকাশ এবং বংশগতিবিদ্যা থেকে প্রাপ্ত প্রমাণ","বিশুদ্ধ গণিত, বীজগণিত এবং সংখ্যাতত্ত্বের অধ্যয়ন থেকে প্রাপ্ত প্রমাণ","ভাষাতাত্ত্বিক বিকাশ, লিখিত ভাষার বিবর্তন এবং যোগাযোগ ব্যবস্থা থেকে প্রাপ্ত প্রমাণ","জীববিজ্ঞানে কৃত্রিম বুদ্ধিমত্তা, যন্ত্র শিক্ষণ এবং গণনামূলক সিমুলেশন ব্যবহার থেকে প্রাপ্ত প্রমাণ","খাদ্যাভ্যাস, রন্ধনশৈলী ঐতিহ্য এবং পুষ্টিবিজ্ঞান থেকে প্রাপ্ত প্রমাণ","সামাজিক আচরণ, যোগাযোগ এবং সাংস্কৃতিক অনুশীলন থেকে প্রাপ্ত প্রমাণ","চিকিৎসা বিজ্ঞানের অগ্রগতি, ঔষধ আবিষ্কার এবং স্বাস্থ্যসেবা পদ্ধতি থেকে প্রাপ্ত প্রমাণ",D,A-KNOW-22-en,no
A-KNOW-23-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,In a commensalistic relationship between two species living symbiotically what are the consequences of their interactions?,Both species benefit equally,"One species benefits, and the other is significantly harmed",One species harms the other without any benefit,Both species harm each other,"The species exchange benefits, but one benefits more than the other",One species benefits while the other receives neither benefit nor harm,"Both species benefit, but one becomes dependent on the other","One species benefits at the initial stage, but both are eventually harmed","One species is harmed, while the other benefits, but only temporarily",Both species are unaffected by the interaction,F,,no
A-KNOW-23-de,A,knowledge,de,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Was sind die Folgen der Interaktionen in einer kommensalistischen Beziehung zwischen zwei Arten, die symbiotisch zusammenleben?",Beide Arten profitieren gleichermaßen,"Eine Art profitiert, und die andere wird erheblich geschädigt",Eine Art schädigt die andere ohne eigenen Nutzen,Beide Arten schädigen sich gegenseitig,"Die Arten tauschen Vorteile aus, aber eine profitiert mehr als die andere","Eine Art profitiert, während die andere weder Nutzen noch Schaden erfährt","Beide Arten profitieren, aber eine wird von der anderen abhängig","Eine Art profitiert in der Anfangsphase, aber letztendlich werden beide geschädigt","Eine Art wird geschädigt, während die andere nur vorübergehend profitiert",Beide Arten bleiben von der Interaktion unbeeinflusst,F,A-KNOW-23-en,no
A-KNOW-23-sw,A,knowledge,sw,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Katika uhusiano wa kibiolojia wa manufaa upande mmoja kati ya spishi mbili zinazoshirikiana kwa njia ya kibiolojia, ni matokeo gani yanayotokana na mwingiliano wao?",Spishi zote mbili zinanufaika kwa usawa,"Spishi moja inanufaika, na nyingine inaathiriwa sana",Spishi moja inaidhuru nyingine bila faida,Spishi zote mbili zinaathiriana vibaya,"Spishi hizo hubadilishana manufaa, lakini moja inanufaika zaidi kuliko nyingine",Spishi moja inanufaika huku nyingine haipati manufaa wala kuathirika,"Spishi zote mbili zinanufaika, lakini moja inategemea nyingine","Spishi moja inanufaika mwanzoni, lakini mwishowe zote zinadhurika","Spishi moja inaathirika, huku nyingine inanufaika, lakini kwa muda mfupi",Spishi zote mbili haziathiriki na mwingiliano huo,F,A-KNOW-23-en,no
A-KNOW-23-bn,A,knowledge,bn,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,দুটি প্রজাতির মধ্যে সহঅবস্থান সম্পর্কে যখন তারা সহজীবী হিসেবে বাস করে তখন তাদের মিথস্ক্রিয়ার ফলাফল কী হয়?,উভয় প্রজাতি সমানভাবে উপকৃত হয়,"একটি প্রজাতি উপকৃত হয়, এবং অন্যটি উল্লেখযোগ্যভাবে ক্ষতিগ্রস্ত হয়",একটি প্রজাতি অন্যটিকে ক্ষতি করে কোনো উপকার ছাড়াই,উভয় প্রজাতি একে অপরকে ক্ষতি করে,"প্রজাতিগুলি উপকার বিনিময় করে, কিন্তু একটি অন্যটির চেয়ে বেশি উপকৃত হয়",একটি প্রজাতি উপকৃত হয় যেখানে অন্যটি উপকার বা ক্ষতি কোনোটাই পায় না,"উভয় প্রজাতি উপকৃত হয়, কিন্তু একটি অন্যটির উপর নির্ভরশীল হয়ে পড়ে","একটি প্রজাতি প্রাথমিক পর্যায়ে উপকৃত হয়, কিন্তু শেষ পর্যন্ত উভয়ই ক্ষতিগ্রস্ত হয়","একটি প্রজাতি ক্ষতিগ্রস্ত হয়, যেখানে অন্যটি উপকৃত হয়, কিন্তু শুধুমাত্র সাময়িকভাবে",মিথস্ক্রিয়ায় উভয় প্রজাতিই অপ্রভাবিত থাকে,F,A-KNOW-23-en,no
A-KNOW-24-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,How and where is seminal fluid produced in man?,Seminal fluid is produced by the thyroid gland.,Seminal fluid is produced by the bladder.,Seminal fluid is produced by the pituitary gland.,"Seminal fluid is produced by the paired seminal vesicles, the prostate gland, and Cowper's glands in man.",Seminal fluid is produced by the pancreas.,Seminal fluid is produced by the liver.,Seminal fluid is produced by the epididymis.,Seminal fluid is produced by the urethra.,Seminal fluid is produced by the adrenal glands.,Seminal fluid is produced by the testes.,D,,no
A-KNOW-24-de,A,knowledge,de,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Wie und wo wird Samenflüssigkeit beim Mann produziert?,Samenflüssigkeit wird von der Schilddrüse produziert.,Samenflüssigkeit wird von der Blase produziert.,Samenflüssigkeit wird von der Hirnanhangdrüse produziert.,"Samenflüssigkeit wird von den paarigen Samenbläschen, der Prostata und den Cowper-Drüsen beim Mann produziert.",Samenflüssigkeit wird von der Bauchspeicheldrüse produziert.,Samenflüssigkeit wird von der Leber produziert.,Samenflüssigkeit wird vom Nebenhoden produziert.,Samenflüssigkeit wird von der Harnröhre produziert.,Samenflüssigkeit wird von den Nebennieren produziert.,Samenflüssigkeit wird von den Hoden produziert.,D,A-KNOW-24-en,no
A-KNOW-24-sw,A,knowledge,sw,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,"Je, majimaji ya shahawa huzalishwaje na wapi kwa mwanamume?",Majimaji ya shahawa huzalishwa na tezi ya teiroidi.,Majimaji ya shahawa huzalishwa na kibofu cha mkojo.,Majimaji ya shahawa huzalishwa na tezi ya pituitari.,"Majimaji ya shahawa huzalishwa na vifuko vya shahawa viwili, tezi dume, na tezi za Cowper kwa mwanamume.",Majimaji ya shahawa huzalishwa na kongosho.,Majimaji ya shahawa huzalishwa na ini.,Majimaji ya shahawa huzalishwa na epididimisi.,Majimaji ya shahawa huzalishwa na urethra.,Majimaji ya shahawa huzalishwa na tezi za adrenali.,Majimaji ya shahawa huzalishwa na mapumbu.,D,A-KNOW-24-en,no
A-KNOW-24-bn,A,knowledge,bn,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,পুরুষের বীর্যরস কীভাবে এবং কোথায় উৎপন্ন হয়?,বীর্যরস থাইরয়েড গ্রন্থি দ্বারা উৎপন্ন হয়।,বীর্যরস মূত্রাশয় দ্বারা উৎপন্ন হয়।,বীর্যরস পিটুইটারি গ্রন্থি দ্বারা উৎপন্ন হয়।,"বীর্যরস পুরুষের জোড়া বীর্যথলি, প্রোস্টেট গ্রন্থি এবং কাউপার গ্রন্থি দ্বারা উৎপন্ন হয়।",বীর্যরস অগ্ন্যাশয় দ্বারা উৎপন্ন হয়।,বীর্যরস যকৃত দ্বারা উৎপন্ন হয়।,বীর্যরস অধিবৃষণ দ্বারা উৎপন্ন হয়।,বীর্যরস মূত্রনালি দ্বারা উৎপন্ন হয়।,বীর্যরস অধিবৃক্ক গ্রন্থি দ্বারা উৎপন্ন হয়।,বীর্যরস শুক্রাশয় দ্বারা উৎপন্ন হয়।,D,A-KNOW-24-en,no
A-KNOW-25-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Eighty-three monozygotic twin pairs are examined for the presence of club feet. Fifty pairs do not show the trait at all; twenty pairs have one member with club feet; and thirteen pairs have both members affected. What is the frequency of concordance?,60 percent,42 percent,20 percent,50 percent,75 percent,24 percent,39 percent,33 percent,15.5 percent,13 percent,G,,no
A-KNOW-25-de,A,knowledge,de,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Dreiundachtzig eineiige Zwillingspaare werden auf das Vorhandensein von Klumpfüßen untersucht. Fünfzig Paare zeigen das Merkmal überhaupt nicht; zwanzig Paare haben ein Mitglied mit Klumpfüßen; und dreizehn Paare sind beide betroffen. Wie hoch ist die Konkordanzrate?,60 percent,42 percent,20 percent,50 percent,75 percent,24 percent,39 percent,33 percent,15.5 percent,13 percent,G,A-KNOW-25-en,no
A-KNOW-25-sw,A,knowledge,sw,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Jozi themanini na tatu za mapacha wa yai moja zinachunguzwa kwa uwepo wa miguu yenye kupinda. Jozi hamsini hawaonyeshi sifa hiyo kabisa; jozi ishirini wana mmoja mwenye miguu yenye kupinda; na jozi kumi na tatu wote wawili wameathirika. Ni asilimia ngapi ya mfanano?,asilimia 60,asilimia 42,asilimia 20,asilimia 50,asilimia 75,asilimia 24,asilimia 39,asilimia 33,asilimia 15.5,asilimia 13,G,A-KNOW-25-en,no
A-KNOW-25-bn,A,knowledge,bn,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,তিরাশিটি একপ্রসূত যমজ জোড়াকে ক্লাব ফুট আছে কিনা তা পরীক্ষা করা হয়। পঞ্চাশটি জোড়ার কারোরই এই বৈশিষ্ট্য নেই; কুড়িটি জোড়ার একজনের ক্লাব ফুট আছে; এবং তেরোটি জোড়ার উভয় সদস্যেরই ক্লাব ফুট আছে। সামঞ্জস্যের হার কত?,৬০ শতাংশ,৪২ শতাংশ,২০ শতাংশ,৫০ শতাংশ,৭৫ শতাংশ,২৪ শতাংশ,৩৯ শতাংশ,৩৩ শতাংশ,১৫.৫ শতাংশ,১৩ শতাংশ,G,A-KNOW-25-en,no
A-KNOW-26-en,A,knowledge,en,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Explain the types and effects of competition.,Competition is the active demand of two or more organisms for a common vital resource. It can be categorized into Contest competition and Scramble competition.,Competition is a cooperative interaction where organisms work together to maximize resource use.,Competition only involves physical confrontation.,Competition is solely determined by the availability of water resources.,"Competition is an interaction that only occurs within a species, known as Intraspecific competition.",Competition can be categorized into Predation competition and Mutualism competition.,Competition is a natural process that always results in the extinction of one species.,,,,A,,no
A-KNOW-26-de,A,knowledge,de,"li-lab/MMLU-ProX, HF release",2026-09-15,MIT,Erläutern Sie die Arten und Auswirkungen von Konkurrenz.,Konkurrenz ist die aktive Nachfrage von zwei oder mehr Organismen nach einer gemeinsamen lebenswichtigen Ressource. Sie kann in Konkurrenz durch Kampf und Ausbeutungskonkurrenz kategorisiert werden.,"Konkurrenz ist eine kooperative Interaktion, bei der Organismen zusammenarbeiten, um die Ressourcennutzung zu maximieren.",Konkurrenz beinhaltet nur physische Konfrontation.,Konkurrenz wird ausschließlich durch die Verfügbarkeit von Wasserressourcen bestimmt.,"Konkurrenz ist eine Interaktion, die nur innerhalb einer Art auftritt, bekannt als intraspezifische Konkurrenz.","Konkurrenz kann nicht in Prädationskonkurrenz und Mutualismuskonkurrenz kategorisiert werden, da diese Begriffe keine Arten von Konkurrenz darstellen.","Konkurrenz ist ein natürlicher Prozess, der immer zum Aussterben einer Art führt.",,,,A,A-KNOW-26-en,no
